product,qty,uom,serial,Owner,# FPAQ,product,tare,genre,etat,date_classement,Proprio,DB
G44,1,,W97199,maple.partner_lbmtreat_hq,12066,G44,44,G,B,41043,maple.partner_lbmtreat_hq,FAUX
G44,1,,W97198,maple.P0107,4077,G44,44,G,B,41052,maple.P0107,FAUX
G44,1,,W97196,maple.P0059,13934,G44,44,G,L,41388,maple.P0059,FAUX
G44,1,,W97192,maple.P0034,12960,G44,44,G,L,41029,maple.P0034,FAUX
G44,1,,W97191,maple.P0107,4077,G44,44,G,B,41052,maple.P0107,FAUX
G44,1,,W97178,maple.P0069,3919,G44,44,G,L,41058,maple.P0069,FAUX
G44,1,,W97177,maple.P0069,3919,G44,44,G,L,41058,maple.P0069,FAUX
G44,1,,W97175,maple.P0022,12725,G44,44,G,L,41009,maple.P0022,FAUX
G44,1,,W97150,maple.P0035,18715,G44,44,G,B,41029,maple.P0035,FAUX
G44,1,,W97145,maple.P0035,18715,G44,44,G,L,41029,maple.P0035,FAUX
G44,1,,W97144,maple.P0137,15668,G44,44,G,B,41061,maple.P0137,FAUX
G44,1,,W97143,maple.P0137,15668,G44,44,G,B,41015,maple.P0137,FAUX
G44,1,,W97142,maple.P0137,15668,G44,44,G,B,41061,maple.P0137,FAUX
G44,1,,W97139,maple.P0137,15668,G44,44,G,B,41061,maple.P0137,FAUX
G44,1,,W97138,maple.P0137,15668,G44,44,G,B,41061,maple.P0137,FAUX
G44,1,,W97136,maple.P0137,15668,G44,44,G,B,41015,maple.P0137,FAUX
G44,1,,W97135,maple.P0069,3919,G44,44,G,L,41023,maple.P0069,FAUX
G44,1,,W97133,maple.P0035,18715,G44,44,G,B,41029,maple.P0035,FAUX
G44,1,,W97132,maple.P0137,15668,G44,44,G,B,41015,maple.P0137,FAUX
G44,1,,W97123,maple.P0137,15668,G44,44,G,L,41015,maple.P0137,FAUX
G44,1,,W97121,base.main_partner,16961,G44,44,G,B,41037,base.main_partner,FAUX
G44,1,,W97119,maple.P0069,3919,G44,44,G,L,41388,maple.P0069,FAUX
G44,1,,W97118,maple.P0137,15668,G44,44,G,L,41015,maple.P0137,FAUX
G44,1,,W97115,maple.P0137,15668,G44,44,G,L,41061,maple.P0137,FAUX
G44,1,,W97114,maple.P0137,15668,G44,44,G,T,41061,maple.P0137,FAUX
G44,1,,W97112,maple.P0069,3919,G44,44,G,L,41023,maple.P0069,FAUX
G44,1,,W97111,maple.P0035,18715,G44,44,G,L,41029,maple.P0035,FAUX
G44,1,,W97110,maple.P0035,18715,G44,44,G,L,41380,maple.P0035,FAUX
G44,1,,W97106,maple.P0035,18715,G44,44,G,L,41425,maple.P0035,FAUX
G44,1,,W97105,maple.P0035,18715,G44,44,G,L,41029,maple.P0035,FAUX
G44,1,,W97102,maple.P0137,15668,G44,44,G,L,41061,maple.P0137,FAUX
G44,1,,W97101,maple.P0137,15668,G44,44,G,L,41380,maple.P0137,FAUX
G44,1,,W97100,maple.P0137,15668,G44,44,G,B,41061,maple.P0137,FAUX
G44,1,,W97094,maple.P0101,16964,G44,44,G,L,41053,maple.P0101,FAUX
G44,1,,W97093,maple.P0066,4064,G44,44,G,L,41067,maple.P0066,FAUX
G44,1,,W97091,maple.P0069,3919,G44,44,G,L,41058,maple.P0069,FAUX
G44,1,,W97087,maple.P0069,3919,G44,44,G,L,41374,maple.P0069,FAUX
G44,1,,W97082,maple.P0069,3919,G44,44,G,L,41058,maple.P0069,FAUX
G44,1,,W97081,maple.P0069,3919,G44,44,G,B,41023,maple.P0069,FAUX
G44,1,,W97049,maple.P0069,3919,G44,44,G,L,41058,maple.P0069,FAUX
G44,1,,W97042,maple.P0069,3919,G44,44,G,L,41058,maple.P0069,FAUX
G44,1,,W97041,maple.P0069,3919,G44,44,G,L,41410,maple.P0069,FAUX
G44,1,,W97040,maple.P0069,3919,G44,44,G,L,41058,maple.P0069,FAUX
G44,1,,W97038,maple.P0069,3919,G44,44,G,L,41058,maple.P0069,FAUX
G44,1,,W97036,maple.P0069,3919,G44,44,G,L,41058,maple.P0069,FAUX
G44,1,,W97020,maple.P0069,3919,G44,44,G,L,41388,maple.P0069,FAUX
G44,1,,W96996,maple.P0069,3919,G44,44,G,L,41410,maple.P0069,FAUX
G44,1,,W96940,maple.P0069,3919,G44,44,G,L,41005,maple.P0069,FAUX
G44,1,,W96934,maple.P0069,3919,G44,44,G,L,41058,maple.P0069,FAUX
G44,1,,W96931,maple.P0069,3919,G44,44,G,B,41005,maple.P0069,FAUX
G44,1,,W96928,maple.P0069,3919,G44,44,G,B,41023,maple.P0069,FAUX
G44,1,,W96912,maple.P0022,12725,G44,44,G,L,41009,maple.P0022,FAUX
G44,1,,W96848,maple.P0069,3919,G44,44,G,L,41058,maple.P0069,FAUX
G44,1,,W96840,maple.P0069,3919,G44,44,G,L,41058,maple.P0069,FAUX
G44,1,,W96804,maple.P0066,4064,G44,44,G,B,41068,maple.P0066,FAUX
G44,1,,W96801,maple.P0034,12960,G44,44,G,L,41029,maple.P0034,FAUX
G44,1,,W9679,maple.P0066,4064,G44,44,G,L,41066,maple.P0066,FAUX
G44,1,,W96776,maple.P0134,134,G44,44,G,O,41018,maple.P0134,FAUX
G44,1,,W96750,maple.P0014,18899,G44,44,G,L,41052,maple.P0014,FAUX
G44,1,,W96747,maple.P0014,18899,G44,44,G,L,41052,maple.P0014,FAUX
G44,1,,W96746,maple.P0014,18899,G44,44,G,L,41416,maple.P0014,FAUX
G44,1,,W96742,maple.P0014,18899,G44,44,G,B,41052,maple.P0014,FAUX
G44,1,,W96741,maple.P0014,18899,G44,44,G,L,41052,maple.P0014,FAUX
G44,1,,W96737,maple.P0092,11024,G44,44,G,L,41017,maple.P0092,FAUX
G44,1,,W96735,maple.P0014,18899,G44,44,G,L,41052,maple.P0014,FAUX
G44,1,,W96734,maple.P0014,18899,G44,44,G,L,41052,maple.P0014,FAUX
G44,1,,W96732,maple.P0014,18899,G44,44,G,L,41416,maple.P0014,FAUX
G44,1,,W96731,maple.P0014,18899,G44,44,G,O,41052,maple.P0014,FAUX
G44,1,,W96658,maple.P0069,3919,G44,44,G,L,41396,maple.P0069,FAUX
G44,1,,W96650,maple.P0069,3919,G44,44,G,L,41396,maple.P0069,FAUX
G44,1,,W96620,base.main_partner,13934,G44,44,G,L,41031,base.main_partner,FAUX
G44,1,,W966,N/D,14417,G44,44,G,L,41037,N/D,FAUX
G44,1,,W96560,maple.P0069,3919,G44,44,G,L,41058,maple.P0069,FAUX
G44,1,,W96559,maple.P0069,3919,G44,44,G,L,41058,maple.P0069,FAUX
G44,1,,W96555,base.main_partner,9954,G44,44,G,L,41382,base.main_partner,FAUX
G44,1,,W96511,maple.P0082,3889,G44,44,G,L,41061,maple.P0082,FAUX
G44,1,,W96384,maple.P0151,151,G44,44,G,O,41398,maple.P0151,FAUX
G44,1,,W96372,maple.P0151,151,G44,44,G,O,41365,maple.P0151,FAUX
G44,1,,W96367,maple.P0014,18899,G44,44,G,L,41052,maple.P0014,FAUX
G44,1,,W96361,maple.P0151,151,G44,44,G,O,41365,maple.P0151,FAUX
G44,1,,W96322,base.main_partner,151,G44,44,G,O,41018,base.main_partner,FAUX
G44,1,,W96313,base.main_partner,10629,G44,44,G,L,41022,base.main_partner,FAUX
G44,1,,W96199,maple.P0151,151,G44,44,G,O,41398,maple.P0151,FAUX
G44,1,,W9618,maple.P0092,11024,G44,44,G,T,41017,maple.P0092,FAUX
G44,1,,W96176,maple.P0035,18715,G44,44,G,L,41029,maple.P0035,FAUX
G44,1,,W96163,maple.P0092,11024,G44,44,G,L,41059,maple.P0092,FAUX
G44,1,,W9614,maple.P0176,19223,G44,44,G,L,41416,maple.P0176,FAUX
G44,1,,W96121,maple.P0176,19223,G44,44,G,L,41416,maple.P0176,FAUX
G44,1,,W95967,maple.P0069,3919,G44,44,G,L,41388,maple.P0069,FAUX
G44,1,,W95895,maple.P0132,15359,G44,44,G,L,41417,maple.P0132,FAUX
G44,1,,W95888,maple.P0069,3919,G44,44,G,L,41023,maple.P0069,FAUX
G44,1,,W95815,maple.partner_lbmtreat_hq,15668,G44,44,G,L,41015,maple.partner_lbmtreat_hq,FAUX
G44,1,,W95795,maple.P0066,4064,G44,44,G,L,41066,maple.P0066,FAUX
G44,1,,W95793,maple.P0097,9331,G44,44,G,L,41409,maple.P0097,FAUX
G44,1,,W9572,maple.P0151,151,G44,44,G,O,41398,maple.P0151,FAUX
G44,1,,W939,maple.P0014,18899,G44,44,G,L,41052,maple.P0014,FAUX
G44,1,,W9363,maple.P0151,151,G44,44,G,O,41398,maple.P0151,FAUX
G45,1,,W932789,maple.P0151,151,G45,45,G,O,41365,maple.P0151,FAUX
G45,1,,W932738,maple.P0061,1075,G45,45,G,L,41051,maple.P0061,FAUX
G45,1,,W932735,maple.P0061,1075,G45,45,G,L,41053,maple.P0061,FAUX
G45,1,,W932723,maple.P0061,1075,G45,45,G,L,41415,maple.P0061,FAUX
G45,1,,W932712,maple.P0061,1075,G45,45,G,L,41053,maple.P0061,FAUX
G45,1,,W932700,maple.P0084,15348,G45,45,G,L,41039,maple.P0084,FAUX
G45,1,,W932696,maple.P0084,15348,G45,45,G,L,41039,maple.P0084,FAUX
G45,1,,W932617,maple.P0061,1075,G45,45,G,L,41051,maple.P0061,FAUX
G45,1,,W932612,maple.P0084,15348,G45,45,G,L,41039,maple.P0084,FAUX
G45,1,,W932592,maple.P0061,1075,G45,45,G,L,41051,maple.P0061,FAUX
G45,1,,W932587,maple.P0084,15348,G45,45,G,L,41039,maple.P0084,FAUX
G45,1,,W932580,maple.P0089,12066,G45,45,G,O,41422,maple.P0089,FAUX
G45,1,,W932557,maple.P0061,1075,G45,45,G,L,41415,maple.P0061,FAUX
G45,1,,W932520,maple.P0066,4064,G45,45,G,B,41068,maple.P0066,FAUX
G45,1,,W932519,maple.P0066,4064,G45,45,G,L,41066,maple.P0066,FAUX
G45,1,,W932510,maple.P0066,4064,G45,45,G,L,41443,maple.P0066,FAUX
G45,1,,W932509,maple.P0066,4064,G45,45,G,L,41444,maple.P0066,FAUX
G44,1,,W932507,maple.P0092,11024,G44,44,G,B,41059,maple.P0092,FAUX
G45,1,,W932506,maple.P0066,4064,G45,45,G,L,41066,maple.P0066,FAUX
G45,1,,W932500,maple.P0066,4064,G45,45,G,L,41066,maple.P0066,FAUX
G45,1,,W932499,maple.P0066,4064,G45,45,G,B,41067,maple.P0066,FAUX
G45,1,,W932463,maple.P0066,4064,G45,45,G,L,41066,maple.P0066,FAUX
G45,1,,W932448,maple.P0066,4064,G45,45,G,L,41443,maple.P0066,FAUX
G45,1,,W932432,maple.P0092,11024,G45,45,G,L,41059,maple.P0092,FAUX
G45,1,,W932427,maple.P0066,4064,G45,45,G,L,41068,maple.P0066,FAUX
G45,1,,W932424,maple.P0092,11024,G45,45,G,L,41059,maple.P0092,FAUX
G45,1,,W932274,maple.P0066,4064,G45,45,G,L,41066,maple.P0066,FAUX
G44,1,,W911,base.main_partner,150,G44,44,G,O,41003,base.main_partner,FAUX
G41,1,,W9098,maple.P0084,15348,G41,41,G,L,41039,maple.P0084,FAUX
G44,1,,W908,maple.P0014,18899,G44,44,G,O,41052,maple.P0014,FAUX
G44,1,,W876,N/D,13964,G44,44,G,L,41031,N/D,FAUX
G44,1,,W873,maple.P0082,3889,G44,44,G,L,41026,maple.P0082,FAUX
G44,1,,W870,N/D,13964,G44,44,G,L,41031,N/D,FAUX
G44,1,,W869,maple.P0055,14302,G44,44,G,L,41394,maple.P0055,FAUX
G44,1,,W861,maple.P0066,4064,G44,44,G,L,41443,maple.P0066,FAUX
G44,1,,W856,base.main_partner,10629,G44,44,G,L,41022,base.main_partner,FAUX
G44,1,,W850,maple.P0070,8487,G44,44,G,B,41047,maple.P0070,FAUX
G44,1,,W848,maple.P0070,8487,G44,44,G,L,41047,maple.P0070,FAUX
G44,1,,W847,maple.P0070,8487,G44,44,G,L,41047,maple.P0070,FAUX
G44,1,,W846,maple.P0070,8487,G44,44,G,B,41401,maple.P0070,FAUX
G44,1,,W845,maple.P0070,8487,G44,44,G,L,41047,maple.P0070,FAUX
G44,1,,W842,maple.P0070,8487,G44,44,G,L,41401,maple.P0070,FAUX
G44,1,,W841,maple.P0070,8487,G44,44,G,L,41047,maple.P0070,FAUX
G44,1,,W84,maple.P0084,15348,G44,44,G,L,41039,maple.P0084,FAUX
G44,1,,W836,N/D,13964,G44,44,G,L,41409,N/D,FAUX
G44,1,,W824,N/D,13964,G44,44,G,B,41031,N/D,FAUX
G44,1,,W818,maple.P0070,8487,G44,44,G,L,41401,maple.P0070,FAUX
G44,1,,W817,maple.P0070,8487,G44,44,G,L,41047,maple.P0070,FAUX
G44,1,,W815,maple.P0070,8487,G44,44,G,L,41047,maple.P0070,FAUX
G44,1,,W810,maple.P0084,15348,G44,44,G,L,41039,maple.P0084,FAUX
G44,1,,W7982,base.main_partner,10629,G44,44,G,B,41022,base.main_partner,FAUX
G44,1,,W7965,base.main_partner,10629,G44,44,G,B,41022,base.main_partner,FAUX
G44,1,,W7935,maple.P0097,9331,G44,44,G,L,41037,maple.P0097,FAUX
G44,1,,W7906,maple.P0101,16964,G44,44,G,B,41431,maple.P0101,FAUX
G44,1,,W7883,maple.P0101,16964,G44,44,G,L,41431,maple.P0101,FAUX
G44,1,,W7882,maple.P0097,9331,G44,44,G,L,41037,maple.P0097,FAUX
G44,1,,W7877,maple.P0097,9331,G44,44,G,B,41037,maple.P0097,FAUX
G44,1,,W7875,maple.P0097,9331,G44,44,G,L,41037,maple.P0097,FAUX
G44,1,,W785,maple.P0082,3889,G44,44,G,L,41379,maple.P0082,FAUX
G44,1,,W7838,maple.P0101,16964,G44,44,G,L,41408,maple.P0101,FAUX
G44,1,,W7767,maple.P0097,9331,G44,44,G,B,41037,maple.P0097,FAUX
G44,1,,W7766,maple.P0042,9954,G44,44,G,L,41382,maple.P0042,FAUX
G44,1,,W7748,maple.P0097,9331,G44,44,G,B,41037,maple.P0097,FAUX
G44,1,,W7732,maple.P0101,16964,G44,44,G,L,41053,maple.P0101,FAUX
G44,1,,W7728,maple.P0097,9331,G44,44,G,B,41037,maple.P0097,FAUX
G44,1,,W7719,maple.P0097,9331,G44,44,G,L,41409,maple.P0097,FAUX
G44,1,,W7717,N/D,13964,G44,44,G,B,41031,N/D,FAUX
G44,1,,W7711,maple.P0023,9279,G44,44,G,B,41024,maple.P0023,FAUX
G44,1,,W765,maple.P0082,3889,G44,44,G,B,41026,maple.P0082,FAUX
G44,1,,W7639,base.main_partner,17109,G44,44,G,L,41036,base.main_partner,FAUX
G44,1,,W7638,N/D,13964,G44,44,G,L,41005,N/D,FAUX
G44,1,,W7636,maple.partner_lbmtreat_hq,12066,G44,44,G,L,41043,maple.partner_lbmtreat_hq,FAUX
G44,1,,W762,maple.P0082,3889,G44,44,G,B,41061,maple.P0082,FAUX
G44,1,,W7619,base.main_partner,9279,G44,44,G,L,41024,base.main_partner,FAUX
G44,1,,W7618,base.main_partner,10629,G44,44,G,L,41022,base.main_partner,FAUX
G44,1,,W7617,maple.partner_lbmtreat_hq,12341,G44,44,G,L,41410,maple.partner_lbmtreat_hq,FAUX
G44,1,,W7616,N/D,13964,G44,44,G,L,41031,N/D,FAUX
G44,1,,W7609,maple.P0033,33,G44,44,G,O,41405,maple.P0033,FAUX
G44,1,,W7606,base.main_partner,10629,G44,44,G,L,41022,base.main_partner,FAUX
G44,1,,W7600,base.main_partner,151,G44,44,G,O,41018,base.main_partner,FAUX
G44,1,,W7593,base.main_partner,9279,G44,44,G,L,41024,base.main_partner,FAUX
G44,1,,W7592,base.main_partner,10629,G44,44,G,B,41022,base.main_partner,FAUX
G44,1,,W7589,base.main_partner,10881,G44,44,G,L,41059,base.main_partner,FAUX
G44,1,,W7585,maple.partner_lbmtreat_hq,15668,G44,44,G,L,41015,maple.partner_lbmtreat_hq,FAUX
G44,1,,W7584,maple.partner_lbmtreat_hq,12341,G44,44,G,L,41410,maple.partner_lbmtreat_hq,FAUX
G44,1,,W7581,N/D,13964,G44,44,G,B,41005,N/D,FAUX
G44,1,,W7580,base.main_partner,1075,G44,44,G,L,41415,base.main_partner,FAUX
G44,1,,W758,maple.P0082,3889,G44,44,G,L,41061,maple.P0082,FAUX
G44,1,,W7579,base.main_partner,10629,G44,44,G,L,41022,base.main_partner,FAUX
G44,1,,W7578,base.main_partner,10629,G44,44,G,B,41022,base.main_partner,FAUX
G44,1,,W7577,base.main_partner,1075,G44,44,G,L,41395,base.main_partner,FAUX
G44,1,,W755,maple.P0070,8487,G44,44,G,L,41047,maple.P0070,FAUX
G44,1,,W754,maple.P0070,8487,G44,44,G,B,41047,maple.P0070,FAUX
G44,1,,W748,maple.P0070,8487,G44,44,G,L,41047,maple.P0070,FAUX
G44,1,,W747,maple.P0070,8487,G44,44,G,L,41047,maple.P0070,FAUX
G44,1,,W7466,N/D,13964,G44,44,G,B,41005,N/D,FAUX
G44,1,,W7465,maple.P0150,150,G44,44,G,O,41405,maple.P0150,FAUX
G44,1,,W745,maple.P0070,8487,G44,44,G,L,41047,maple.P0070,FAUX
G44,1,,W743,maple.P0070,8487,G44,44,G,B,41047,maple.P0070,FAUX
G44,1,,W7384,maple.P0134,134,G44,44,G,O,41426,maple.P0134,FAUX
G44,1,,W735,maple.P0070,8487,G44,44,G,L,41047,maple.P0070,FAUX
G44,1,,W733,maple.P0070,8487,G44,44,G,L,41047,maple.P0070,FAUX
G44,1,,W732,maple.P0070,8487,G44,44,G,L,41047,maple.P0070,FAUX
G44,1,,W730,base.main_partner,13934,G44,44,G,B,41031,base.main_partner,FAUX
G44,1,,W728,maple.P0070,8487,G44,44,G,L,41047,maple.P0070,FAUX
G44,1,,W727,maple.P0070,8487,G44,44,G,L,41047,maple.P0070,FAUX
